C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_18_397.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_18_397.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_18_397.jpg, 0, 0, 0, 7.817197E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_18_498.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_18_498.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_18_498.jpg, 0, 0, 0, 7.831584E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_18_603.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_18_603.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_18_603.jpg, 0, 0, 0, 8.066764E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_18_703.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_18_703.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_18_703.jpg, 0, 0, 0, 7.967015E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_18_810.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_18_810.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_18_810.jpg, 0, 0, 0, 7.823585E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_18_916.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_18_916.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_18_916.jpg, 0, 0, 0, 7.826505E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_19_018.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_19_018.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_19_018.jpg, 0, 0, 0, 7.956919E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_19_117.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_19_117.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_19_117.jpg, 0, 0, 0, 7.894142E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_19_223.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_19_223.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_19_223.jpg, 0, 0, 0, 7.937299E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_19_324.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_19_324.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_19_324.jpg, 0, 0, 0, 7.813801E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_19_428.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_19_428.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_19_428.jpg, 0, 0, 0, 8.139768E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_19_530.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_19_530.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_19_530.jpg, 0, 0, 0, 8.048904E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_19_637.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_19_637.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_19_637.jpg, 0, 0, 0, 7.931067E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_19_739.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_19_739.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_19_739.jpg, 0, 0, 0, 7.852343E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_19_847.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_19_847.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_19_847.jpg, 0, 0, 0, 7.89055E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_19_951.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_19_951.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_19_951.jpg, 0, 0, 0, 7.826489E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_20_054.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_20_054.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_20_054.jpg, 0, 0, 0, 8.272821E-05
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_20_156.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_20_156.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_20_156.jpg, 0, 0.3124839, 0, 0.1936395
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_20_261.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_20_261.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_20_261.jpg, -0.047601, 0.6020139, 0, 0.7655928
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_20_370.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_20_370.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_20_370.jpg, -0.4164408, 0.9708538, 0, 1.949277
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_20_469.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_20_469.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_20_469.jpg, -0.6749752, 1, 0, 3.092759
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_20_571.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_20_571.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_20_571.jpg, -0.3679732, 1, 0, 4.268943
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_20_677.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_20_677.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_20_677.jpg, -0.0762475, 1, 0, 5.433677
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_20_784.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_20_784.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_20_784.jpg, 0, 1, 0, 6.810431
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_20_890.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_20_890.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_20_890.jpg, 0, 1, 0, 7.9489
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_20_992.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_20_992.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_20_992.jpg, 0, 1, 0, 9.076345
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_21_101.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_21_101.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_21_101.jpg, -0.1309818, 1, 0, 10.18845
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_21_206.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_21_206.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_21_206.jpg, -0.4953342, 1, 0, 11.53026
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_21_311.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_21_311.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_21_311.jpg, -0.7916505, 1, 0, 12.15751
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_21_413.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_21_413.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_21_413.jpg, -0.7884897, 1, 0, 13.45415
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_21_515.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_21_515.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_21_515.jpg, -0.4814847, 1, 0, 14.30845
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_21_616.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_21_616.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_21_616.jpg, -0.1741887, 1, 0, 15.53331
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_21_719.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_21_719.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_21_719.jpg, 0, 1, 0, 16.50235
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_21_825.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_21_825.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_21_825.jpg, 0, 1, 0, 17.77161
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_21_928.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_21_928.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_21_928.jpg, 0, 1, 0, 18.81387
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_22_031.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_22_031.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_22_031.jpg, 0, 1, 0, 19.83483
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_22_138.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_22_138.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_22_138.jpg, -0.1376943, 1, 0, 20.83791
C:\Users\Jared\Desktop\Data\IMG\center_2022_10_31_21_11_22_243.jpg, C:\Users\Jared\Desktop\Data\IMG\left_2022_10_31_21_11_22_243.jpg, C:\Users\Jared\Desktop\Data\IMG\right_2022_10_31_21_11_22_243.jpg, -0.4306356, 1, 0, 21.7415
